bin	name	chrom	strand	txStart	txEnd	cdsStart	cdsEnd	exonCount	exonStarts	exonEnds	score	name2	cdsStartStat	cdsEndStat	exonFrames
686	NM_146691	chr19	+	13364629	13365556	13364629	13365556	1	13364629,	13365556,	0	Olfr1467	cmpl	cmpl	0,
687	NM_146690	chr19	-	13453570	13454515	13453570	13454515	1	13453570,	13454515,	0	Olfr1472	cmpl	cmpl	0,
685	NM_146689	chr19	-	13145733	13146657	13145733	13146657	1	13145733,	13146657,	0	Olfr1459	cmpl	cmpl	0,
678	NM_146688	chr19	-	12240720	12241659	12240720	12241659	1	12240720,	12241659,	0	Olfr262	cmpl	cmpl	0,
678	NM_146687	chr19	-	12298182	12299130	12298182	12299130	1	12298182,	12299130,	0	Olfr1436	cmpl	cmpl	0,
678	NM_146686	chr19	+	12268231	12269170	12268231	12269170	1	12268231,	12269170,	0	Olfr235	cmpl	cmpl	0,
678	NM_146685	chr19	+	12279853	12283988	12283049	12283988	2	12279853,12283030,	12279971,12283988,	0	Olfr1434	cmpl	cmpl	-1,0,
672	NM_029499	chr19	+	11407660	11427246	11414816	11426336	7	11407660,11414791,11416328,11417642,11418992,11421257,11426195,	11407767,11414951,11416448,11417699,11419118,11421359,11427246,	0	Ms4a4c	cmpl	cmpl	-1,0,0,0,0,0,0,
628	NR_105953	chr19	-	5679003	5679076	5679076	5679076	1	5679003,	5679076,	0	Mir6987	unk	unk	-1,
631	NR_105954	chr19	+	6051333	6051392	6051392	6051392	1	6051333,	6051392,	0	Mir6988	unk	unk	-1,
633	NR_105955	chr19	+	6346479	6346544	6346544	6346544	1	6346479,	6346544,	0	Mir6989	unk	unk	-1,
688	NM_146636	chr19	+	13619163	13620111	13619163	13620111	1	13619163,	13620111,	0	Olfr1487	cmpl	cmpl	0,
689	NM_146635	chr19	+	13633112	13634054	13633112	13634054	1	13633112,	13634054,	0	Olfr1489	cmpl	cmpl	0,
690	NM_146634	chr19	-	13887260	13888208	13887260	13888208	1	13887260,	13888208,	0	Olfr1504	cmpl	cmpl	0,
690	NM_146633	chr19	-	13838223	13839171	13838223	13839171	1	13838223,	13839171,	0	Olfr1501	cmpl	cmpl	0,
641	NR_105957	chr19	+	7422572	7422642	7422642	7422642	1	7422572,	7422642,	0	Mir6991	unk	unk	-1,
651	NR_105958	chr19	+	8742970	8743079	8743079	8743079	1	8742970,	8743079,	0	Mir6992	unk	unk	-1,
866	NM_001163635	chr19	+	36834231	36893477	36834537	36890803	27	36834231,36845533,36849288,36851499,36852477,36852801,36854890,36857802,36859054,36862085,36862286,36865951,36867639,36871612,36872422,36873796,36875263,36876184,36879234,36880509,36881676,36884065,36885482,36887065,36888708,36889891,36890740,	36834736,36845758,36849384,36851536,36852553,36852896,36854957,36857989,36859176,36862177,36862365,36866123,36867719,36871758,36872588,36874016,36875373,36876373,36879487,36880592,36881797,36884163,36885557,36887171,36888895,36890048,36893477,	0	Tnks2	cmpl	cmpl	0,1,1,1,2,0,2,0,1,0,2,0,1,0,2,0,1,0,0,1,0,1,0,0,1,2,0,
651	NR_002896	chr19	+	8723486	8726326	8726326	8726326	10	8723486,8724140,8724402,8724671,8725013,8725221,8725484,8725781,8726066,8726238,	8723506,8724189,8724483,8724721,8725046,8725256,8725523,8725826,8726102,8726326,	0	Snhg1	unk	unk	-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
115	NM_009128	chr19	+	44293675	44306862	44294387	44303200	6	44293675,44294903,44298039,44299608,44301211,44303000,	44294411,44295186,44298170,44299814,44301444,44306862,	0	Scd2	cmpl	cmpl	0,0,1,0,2,1,
923	NM_009127	chr19	-	44394449	44407709	44397918	44407409	6	44394449,44400141,44401692,44403164,44406486,44407385,	44398118,44400374,44401898,44403295,44406760,44407709,	0	Scd1	cmpl	cmpl	1,2,0,1,0,0,
748	NM_010266	chr19	-	21391306	21472661	21395187	21472490	14	21391306,21396032,21397506,21400558,21409871,21412497,21414813,21416999,21419373,21422997,21425530,21428478,21434220,21472367,	21395258,21396060,21397637,21400705,21409939,21412595,21414921,21417107,21419401,21423103,21425618,21428650,21434309,21472661,	0	Gda	cmpl	cmpl	1,0,1,1,2,0,0,0,2,1,0,2,0,0,
673	NM_001276328	chr19	-	11615520	11623719	11617472	11623621	7	11615520,11618415,11618853,11619616,11622042,11622682,11623559,	11617571,11618514,11618898,11619673,11622177,11622782,11623719,	0	Ms4a2	cmpl	cmpl	0,0,0,0,0,2,0,
1049	NM_007452	chr19	-	60864065	60874538	60864665	60874467	7	60864065,60865165,60867515,60870003,60871419,60873127,60874431,	60864719,60865331,60867619,60870139,60871561,60873263,60874538,	0	Prdx3	cmpl	cmpl	0,2,0,2,1,0,0,
685	NM_146302	chr19	+	13165015	13165954	13165015	13165954	1	13165015,	13165954,	0	Olfr1461	cmpl	cmpl	0,
95	NM_001114174	chr19	-	23972749	24031019	23973424	24030937	11	23972749,23975360,23977961,23979389,23979585,23984708,23986408,23988446,23994780,24021605,24030547,	23973631,23975653,23978114,23979468,23979715,23984842,23986516,23988575,23994891,24021662,24031019,	0	Fam189a2	cmpl	cmpl	0,1,1,0,2,0,0,0,0,0,0,
652	NM_008144	chr19	+	8839327	8848683	8839709	8848585	11	8839327,8841107,8843008,8845170,8846189,8846465,8847405,8847666,8847913,8848080,8848463,	8839784,8841424,8843090,8845314,8846324,8846563,8847547,8847733,8847982,8848161,8848683,	0	Bscl2	cmpl	cmpl	0,0,2,0,0,0,2,0,1,1,1,
632	NR_029830	chr19	+	6264642	6264728	6264728	6264728	1	6264642,	6264728,	0	Mir194-2	unk	unk	-1,
117	NM_001164363	chr19	-	46885389	47015174	46888817	47014756	18	46885389,46889769,46890068,46890245,46891508,46892234,46892504,46893518,46894520,46896507,46897575,46898621,46898802,46903877,46904974,46924261,46950845,47014697,	46889051,46889946,46890129,46890297,46891679,46892301,46892612,46893560,46894604,46896561,46897669,46898679,46898894,46903973,46905092,46924335,46950965,47015174,	0	Nt5c2	cmpl	cmpl	0,0,2,1,1,0,0,0,0,0,2,1,2,2,1,2,2,0,
12	NM_001305671	chr19	-	28258850	28680077	28262978	28531754	10	28258850,28263861,28283651,28298777,28317253,28354205,28357790,28530872,28665752,28679595,	28263115,28264044,28283827,28298946,28317413,28354316,28357952,28531986,28666236,28680077,	0	Glis3	cmpl	cmpl	1,1,2,1,0,0,0,0,-1,-1,
123	NR_045320	chr19	+	53076251	53084392	53084392	53084392	3	53076251,53079192,53083998,	53076445,53079384,53084392,	0	1700054A03Rik	unk	unk	-1,-1,-1,
628	NM_010609	chr19	+	5704470	5707101	5704475	5707016	3	5704470,5706066,5706702,	5704794,5706465,5707101,	0	Kcnk7	cmpl	cmpl	0,1,1,
652	NM_001136064	chr19	+	8837466	8848683	8839709	8848585	12	8837466,8839575,8841107,8843008,8845170,8846189,8846465,8847405,8847666,8847913,8848080,8848463,	8837864,8839784,8841424,8843090,8845314,8846324,8846563,8847547,8847733,8847982,8848161,8848683,	0	Bscl2	cmpl	cmpl	-1,0,0,2,0,0,0,2,0,1,1,1,
668	NM_001253843	chr19	+	10895230	10909559	10895449	10905132	16	10895230,10897502,10897816,10898925,10899204,10899369,10900174,10900323,10900689,10900926,10902343,10902701,10902967,10903290,10903637,10905034,	10895468,10897652,10897893,10899124,10899278,10899432,10900216,10900398,10900765,10901036,10902499,10902771,10903053,10903461,10903743,10909559,	0	Prpf19	cmpl	cmpl	0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,1,
936	NM_010697	chr19	-	46032589	46039621	46033110	46036282	11	46032589,46034031,46034388,46034610,46034823,46035420,46035734,46035923,46036106,46036262,46039054,	46033341,46034180,46034512,46034694,46034946,46035593,46035837,46035999,46036151,46036365,46039621,	0	Ldb1	cmpl	cmpl	0,1,0,0,0,1,0,2,2,0,-1,
662	NR_105959	chr19	+	10191374	10191439	10191439	10191439	1	10191374,	10191439,	0	Mir6993	unk	unk	-1,
662	NM_001271615	chr19	-	10199131	10203921	10199935	10201078	2	10199131,10203803,	10201097,10203921,	0	Fen1	cmpl	cmpl	0,-1,
662	NM_001271614	chr19	-	10199131	10203921	10199935	10201078	2	10199131,10203698,	10201097,10203921,	0	Fen1	cmpl	cmpl	0,-1,
789	NM_026003	chr19	+	26748402	26778321	26751850	26777370	9	26748402,26749851,26751121,26751823,26770937,26771507,26774172,26776100,26777334,	26748544,26749947,26751156,26752041,26771043,26771609,26774305,26776243,26778321,	0	Smarca2	cmpl	cmpl	-1,-1,-1,0,2,0,0,1,0,
9	NM_001080389	chr19	-	7275395	7341860	7277089	7341221	18	7275395,7278041,7279985,7280997,7282725,7283032,7283435,7284464,7284659,7284868,7285731,7286568,7286833,7287000,7287329,7290315,7290602,7341167,	7277450,7278086,7280012,7281255,7282823,7283205,7283568,7284577,7284759,7284988,7285968,7286625,7286904,7287066,7287378,7290369,7290782,7341860,	0	Mark2	cmpl	cmpl	2,2,2,2,0,1,0,1,0,0,0,0,1,1,0,0,0,0,
846	NM_007392	chr19	-	34240335	34255373	34241666	34252553	9	34240335,34243316,34244911,34246077,34246651,34248423,34251729,34252424,34255289,	34241810,34243498,34245103,34246239,34246736,34248534,34251858,34252576,34255373,	0	Acta2	cmpl	cmpl	0,1,1,1,0,0,0,0,-1,
637	NM_001177361	chr19	-	6938056	6942450	6938369	6942157	7	6938056,6938755,6939011,6939260,6939528,6940351,6941923,	6938529,6938874,6939140,6939410,6939754,6940482,6942450,	0	Gpr137	cmpl	cmpl	2,0,0,0,2,0,0,
897	NR_106167	chr19	+	40894702	40894789	40894789	40894789	1	40894702,	40894789,	0	Mir8092	unk	unk	-1,
95	NM_177034	chr19	+	23758875	23949597	23892805	23945781	13	23758875,23892734,23912454,23915950,23917552,23932683,23933699,23934774,23936417,23937420,23944010,23944885,23945709,	23759091,23894020,23912550,23915990,23917698,23932716,23933786,23934960,23936597,23937633,23944130,23945026,23949597,	0	Apba1	cmpl	cmpl	-1,0,0,0,1,0,0,0,0,0,0,0,0,
679	NM_146683	chr19	+	12422310	12423267	12422310	12423267	1	12422310,	12423267,	0	Olfr1441	cmpl	cmpl	0,
661	NM_011913	chr19	-	9985171	10001633	9985385	9997178	12	9985171,9986196,9986650,9989121,9989601,9990473,9991636,9992056,9992765,9993227,9997026,10001457,	9985422,9986371,9986994,9989273,9989682,9990626,9991714,9992211,9992999,9993322,9997214,10001633,	0	Best1	cmpl	cmpl	2,1,2,0,0,0,0,1,1,2,0,-1,
76	NM_001360430	chr19	-	3454928	3575749	3456999	3526928	23	3454928,3459360,3464544,3466492,3467140,3469640,3470970,3471978,3473768,3484830,3486975,3490773,3492365,3493885,3496521,3507241,3511928,3514653,3518244,3521733,3526701,3544107,3575640,	3457051,3459480,3464695,3466599,3467294,3469762,3471101,3472033,3473815,3484916,3487091,3490838,3492515,3494038,3496651,3507355,3512041,3514719,3518382,3521920,3526934,3544255,3575749,	0	Ppp6r3	cmpl	cmpl	2,2,1,2,1,2,0,2,0,1,2,0,0,0,2,2,0,0,0,2,0,-1,-1,
924	NM_026061	chr19	-	44550239	44555442	44550319	44555401	5	44550239,44552697,44553668,44554930,44555316,	44550412,44552853,44553768,44555057,44555442,	0	Ndufb8	cmpl	cmpl	0,0,2,1,0,
652	NR_039598	chr19	-	8888698	8888774	8888774	8888774	1	8888698,	8888774,	0	Mir5136	unk	unk	-1,
106	NM_023792	chr19	-	34806935	34877917	34812327	34877713	7	34806935,34813691,34821099,34821712,34827119,34840756,34877685,	34812387,34813817,34821223,34821889,34827373,34841109,34877917,	0	Pank1	cmpl	cmpl	0,0,2,2,0,1,0,
806	NR_045687	chr19	+	29067300	29069503	29069503	29069503	2	29067300,29069121,	29067582,29069503,	0	Gm9895	unk	unk	-1,-1,
921	NM_007700	chr19	-	44073333	44107477	44074510	44107392	21	44073333,44075430,44077245,44078292,44078888,44081945,44082585,44084416,44086907,44087915,44088674,44090932,44096223,44096908,44097202,44097441,44098584,44100149,44101736,44103657,44107287,	44074540,44075530,44077379,44078440,44078985,44081995,44082695,44084478,44087059,44088039,44088777,44091127,44096359,44097016,44097327,44097531,44098673,44100219,44101851,44103752,44107477,	0	Chuk	cmpl	cmpl	0,2,0,2,1,2,0,1,2,1,0,0,2,2,0,0,1,0,2,0,0,
15	NM_016862	chr19	+	55316056	55627461	55316450	55623910	8	55316056,55321938,55328345,55380941,55391783,55498510,55499242,55623816,	55316544,55321997,55328456,55381019,55391868,55498581,55499304,55627461,	0	Vti1a	cmpl	cmpl	0,1,0,0,0,1,0,2,
111	NM_016861	chr19	-	40222238	40271616	40222584	40271441	7	40222238,40223050,40230506,40243405,40249618,40251909,40271345,	40222771,40223168,40230658,40243599,40249703,40252061,40271616,	0	Pdlim1	cmpl	cmpl	2,1,2,0,2,0,0,
674	NM_025606	chr19	+	11770414	11774946	11770469	11774633	4	11770414,11770801,11772874,11774147,	11770524,11770867,11773023,11774946,	0	Mrpl16	cmpl	cmpl	0,1,1,0,
717	NM_001136484	chr19	-	17326140	17339505	17329072	17330359	3	17326140,17333109,17339467,	17330488,17333256,17339505,	0	Gcnt1	cmpl	cmpl	0,-1,-1,
104	NM_001360403	chr19	+	32620004	32667187	32620153	32665567	12	32620004,32633885,32637033,32638253,32638918,32639217,32641299,32651895,32660578,32663054,32664420,32665425,	32620186,32634000,32637269,32638392,32639037,32639331,32641411,32652101,32660714,32663323,32664650,32667187,	0	Papss2	cmpl	cmpl	0,0,1,0,1,0,0,1,0,1,0,2,
633	NM_001360393	chr19	+	6363689	6378038	6365694	6376425	12	6363689,6365663,6371266,6371617,6372024,6372300,6372517,6373572,6374009,6374553,6374718,6376295,	6364118,6365792,6371419,6371707,6372208,6372416,6372625,6373753,6374283,6374608,6374898,6378038,	0	Sf1	cmpl	cmpl	-1,0,2,2,2,0,2,2,0,1,2,2,
641	NM_001167831	chr19	-	7373221	7383026	7373642	7382801	5	7373221,7374021,7374295,7374520,7382671,	7373854,7374147,7374445,7374850,7383026,	0	Spindoc	cmpl	cmpl	1,1,1,1,0,
16	NM_001167829	chr19	+	60811554	60836235	60811618	60835002	9	60811554,60814611,60817530,60821206,60822294,60825830,60830807,60832583,60834825,	60811673,60814808,60817610,60821355,60822406,60825931,60830894,60832678,60836235,	0	Dennd10	cmpl	cmpl	0,1,0,2,1,2,1,1,0,
928	NM_153796	chr19	+	45006557	45012764	45007129	45011904	5	45006557,45009279,45010131,45010417,45011583,	45008375,45009520,45010239,45010559,45012764,	0	Twnk	cmpl	cmpl	0,1,2,2,0,
638	NM_153795	chr19	-	6998957	7019469	6999340	7018825	15	6998957,6999638,7001756,7002212,7002569,7002821,7003030,7003168,7003467,7013847,7014059,7014327,7014616,7018665,7019277,	6999520,6999780,7001881,7002452,7002676,7002946,7003080,7003303,7003575,7013950,7014228,7014447,7014850,7018839,7019469,	0	Fermt3	cmpl	cmpl	0,2,0,0,1,2,0,0,0,2,1,1,1,0,-1,
616	NM_178650	chr19	-	4184356	4191047	4184725	4190809	10	4184356,4185351,4187941,4188245,4188943,4189212,4189405,4189863,4190663,4191018,	4185073,4185506,4188131,4188311,4189058,4189319,4189513,4189963,4190835,4191047,	0	Tbc1d10c	cmpl	cmpl	0,1,0,0,2,0,0,2,0,-1,
682	NM_053009	chr19	-	12766938	12796123	12770038	12795333	11	12766938,12771002,12774819,12775994,12776411,12776859,12777941,12778623,12778892,12790259,12794983,	12770549,12771102,12774934,12776073,12776462,12776994,12778046,12778660,12779099,12790288,12796123,	0	Zfp91	cmpl	cmpl	2,1,0,2,2,2,2,1,1,2,0,
665	NM_001362430	chr19	+	10577156	10590041	10582312	10588548	7	10577156,10580462,10582297,10585181,10586690,10587821,10588524,	10578083,10580562,10582496,10585390,10586845,10587978,10590041,	0	Cyb561a3	cmpl	cmpl	-1,-1,0,1,0,2,0,
872	NM_007811	chr19	+	37697807	37701536	37697909	37701351	7	37697807,37698290,37698780,37699150,37699895,37700617,37701009,	37698098,37698515,37699071,37699309,37700030,37700770,37701536,	0	Cyp26a1	cmpl	cmpl	0,0,0,0,0,0,0,
673	NM_026835	chr19	-	11586605	11604804	11587085	11603292	7	11586605,11587963,11589989,11592864,11601829,11603145,11604673,	11587181,11588065,11590196,11592921,11601964,11603308,11604804,	0	Ms4a6d	cmpl	cmpl	0,0,0,0,0,0,-1,
653	NM_011842	chr19	+	8941919	8952300	8942354	8951655	18	8941919,8943464,8944012,8945755,8946005,8946266,8946647,8947036,8947251,8947524,8947726,8948024,8948256,8948950,8950299,8950911,8951135,8951489,	8942382,8943532,8944106,8945873,8946069,8946384,8946750,8947136,8947440,8947599,8947785,8948122,8948396,8949179,8950389,8951030,8951284,8952300,	0	Mta2	cmpl	cmpl	0,1,0,1,2,0,1,2,0,0,0,2,1,0,1,1,0,2,
637	NM_001177362	chr19	-	6938056	6941507	6938369	6940438	7	6938056,6938755,6939011,6939260,6940351,6940921,6941091,	6938529,6938874,6939140,6939410,6940482,6940949,6941507,	0	Gpr137	cmpl	cmpl	2,0,0,0,0,-1,-1,
660	NM_016692	chr19	-	9872294	9899489	9872676	9895460	18	9872294,9874219,9874815,9875097,9876589,9877676,9878127,9878318,9883698,9883904,9884437,9885472,9885706,9886674,9893272,9894838,9895320,9899338,	9872873,9874370,9874923,9875176,9876816,9877796,9878248,9878428,9883833,9884019,9884489,9885587,9885764,9886726,9894009,9894952,9895471,9899489,	0	Incenp	cmpl	cmpl	1,0,0,2,0,0,2,0,0,2,1,0,2,1,2,2,0,-1,
810	NM_001081319	chr19	+	29522281	29605921	29522522	29604149	26	29522281,29533164,29541255,29561984,29567219,29567484,29569341,29570745,29574731,29575853,29577582,29579764,29584174,29584466,29585780,29586539,29587707,29594798,29595270,29597746,29597989,29599831,29600817,29602272,29602591,29603860,	29522666,29533272,29541335,29562092,29567362,29567621,29569433,29570834,29574876,29575902,29577735,29579968,29584213,29584577,29585870,29586700,29587846,29594915,29595999,29597905,29598126,29600118,29601009,29602450,29602780,29605921,	0	Ric1	cmpl	cmpl	0,0,0,2,2,1,0,2,1,2,0,0,0,0,0,0,2,0,0,0,0,2,1,1,2,2,
88	NM_008139	chr19	+	16132683	16388520	16133325	16383394	7	16132683,16219587,16316016,16332076,16334980,16378156,16383203,	16133461,16219772,16316171,16332205,16335110,16378310,16388520,	0	Gnaq	cmpl	cmpl	0,1,0,2,2,0,1,
88	NM_008137	chr19	+	16435666	16610818	16436693	16609530	7	16435666,16533712,16598939,16603263,16604962,16607982,16609339,	16436817,16533897,16599094,16603392,16605092,16608136,16610818,	0	Gna14	cmpl	cmpl	0,1,0,2,2,0,1,
128	NR_104342	chr19	-	58235580	58455398	58455398	58455398	12	58235580,58239253,58257727,58263911,58266998,58270053,58300241,58392572,58451968,58453163,58454308,58455197,	58238546,58239307,58257813,58264093,58267133,58270163,58300578,58392587,58452052,58453457,58454594,58455398,	0	Gfra1	unk	unk	-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
898	NM_153520	chr19	-	41061958	41077113	41063802	41077036	6	41061958,41066498,41067656,41069917,41072195,41077033,	41063979,41066555,41067779,41069953,41072231,41077113,	0	Opalin	cmpl	cmpl	0,0,0,0,0,0,
1048	NM_010123	chr19	-	60761115	60790693	60762080	60790517	22	60761115,60763064,60764031,60766333,60767574,60768707,60769865,60771014,60771643,60772092,60772691,60773506,60773900,60775292,60775750,60776625,60777938,60779357,60781353,60781884,60782167,60790468,	60762304,60763264,60764233,60766995,60767663,60768892,60770019,60771137,60771757,60772197,60773039,60773692,60774017,60775391,60775855,60776797,60778147,60779557,60781517,60782021,60782358,60790693,	0	Eif3a	cmpl	cmpl	1,2,1,2,0,1,0,0,0,0,0,0,0,0,0,2,0,1,2,0,1,0,
616	NM_025889	chr19	+	4125959	4132307	4126025	4131444	7	4125959,4126041,4127056,4127549,4127759,4131228,4131361,	4126040,4126200,4127121,4127639,4127836,4131282,4132307,	0	Tmem134	cmpl	cmpl	0,0,0,2,2,1,1,
806	NM_001302380	chr19	+	28990366	29026664	28990537	29024833	7	28990366,28995040,28999260,29006971,29007572,29011888,29024803,	28990669,28995322,28999351,29007087,29007695,29012053,29026664,	0	Cdc37l1	cmpl	cmpl	0,0,0,1,0,0,0,
842	NM_001323065	chr19	-	33776036	33787452	33776533	33787452	9	33776036,33777421,33778969,33780260,33782171,33783454,33784679,33785624,33787353,	33776782,33777493,33779041,33780404,33782308,33783564,33784878,33785742,33787452,	0	Lipo1	cmpl	cmpl	0,0,0,0,1,2,1,0,0,
638	NM_008874	chr19	-	6953712	6969814	6954095	6969645	31	6953712,6954380,6954704,6954840,6955023,6955206,6955713,6956022,6956146,6957626,6957897,6958085,6958795,6959050,6959787,6960132,6960291,6961874,6962692,6962961,6963213,6964372,6964596,6965296,6965506,6965685,6965820,6966142,6966385,6966631,6969546,	6954299,6954467,6954762,6954930,6955100,6955357,6955906,6956058,6956300,6957718,6958002,6958185,6958957,6959205,6959912,6960217,6960388,6962083,6962879,6963046,6963454,6964519,6964763,6965395,6965584,6965739,6965900,6966283,6966454,6966709,6969814,	0	Plcb3	cmpl	cmpl	0,0,2,2,0,2,1,1,0,1,1,0,0,1,2,1,0,1,0,2,1,1,2,2,2,2,0,0,0,0,0,
126	NM_009333	chr19	+	55741809	55933655	55742341	55931513	13	55741809,55742775,55743072,55817763,55908422,55910578,55912558,55917353,55918884,55919510,55923895,55924529,55931433,	55742530,55742842,55743197,55817865,55908555,55910681,55912645,55917479,55919044,55919618,55923944,55924580,55933655,	0	Tcf7l2	cmpl	cmpl	0,0,1,0,0,1,2,2,2,0,0,1,1,
638	NM_020566	chr19	-	6987910	6992582	6987996	6992253	7	6987910,6988188,6989422,6989680,6990717,6992158,6992548,	6988108,6988275,6989584,6989865,6990811,6992272,6992582,	0	Dnajc4	cmpl	cmpl	2,2,2,0,2,0,-1,
949	NM_026377	chr19	+	47731755	47735588	47731808	47735018	4	47731755,47732629,47733518,47734823,	47731821,47732988,47733911,47735588,	0	Sfr1	cmpl	cmpl	0,1,0,0,
794	NR_027987	chr19	+	27430036	27432631	27432631	27432631	1	27430036,	27432631,	0	C030016D13Rik	unk	unk	-1,
903	NR_040320	chr19	+	41746960	41750097	41750097	41750097	3	41746960,41747544,41749130,	41747204,41748571,41750097,	0	Gm19424	unk	unk	-1,-1,-1,
82	NM_019699	chr19	-	10062764	10101503	10064262	10101429	12	10062764,10064685,10065601,10066251,10066514,10070271,10070563,10082564,10088701,10088907,10091740,10101222,	10064314,10064811,10065681,10066348,10066612,10070348,10070624,10082690,10088803,10089105,10091851,10101503,	0	Fads2	cmpl	cmpl	2,2,0,2,0,1,0,0,0,0,0,0,
894	NM_019698	chr19	-	40550256	40588463	40551147	40585577	19	40550256,40553523,40554590,40557418,40557650,40562901,40564835,40566571,40568321,40569032,40570467,40573770,40574210,40577577,40577771,40579861,40585489,40586126,40588309,	40551329,40553619,40554777,40557540,40557846,40563039,40565056,40566665,40568395,40569177,40570592,40573861,40574369,40577682,40577921,40580076,40585605,40586192,40588463,	0	Aldh18a1	cmpl	cmpl	1,1,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,-1,-1,
